Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
260212,B000NMJWZO,ART71XTEJFYW0,Rebecca Petris,0,0,4,1304812800,"Wonderful, but I wish the zipper would work!","I love this mix and I use it for everything. I like baking with it better than with wheat flour.<br /><br />HOWEVER, I sure wish they would fix the zipper on the 4lb bags. Drives me nuts. I can never get them to close properly."
382799,B000LQJT1Y,A1T498A475GTO7,maximo smou,0,2,2,1285113600,eh,"These things are alright, honestly try them for yourself, i have a pretty overdeveloped palette when it comes to asian food. these things are missing something, however, i live in a dorm so there's probably something you could chop up and throw in there to greatly improve them that i don't have the means to add. like some nice mushrooms or something."
391425,B000F9XB7K,AEJAL3CQEKPIZ,anonamoose,0,0,5,1334793600,"If you get them fresh, keep them fresh","If these wonderful crackers are okay when you recieve them (not stale as some have complained), you are golden.  Put them in your FREEZER in the original box and they last a long time!  If you use them infrequently, only take out what you want and keep the rest frozen.  We have a hard time finding them, too, but Big Lots is another avenue to try. Sometimes they get a shipment in and I stock up.  This way sounds much better though. I won't have to make disappointing trips to the store."
439056,B001G554WC,A1LOAV7KOPDLOR,jharsanyi,0,0,5,1330041600,Like Dognip!,"Our dogs freak over these!  The only downside is that they are messy.  These are small pieces of lamb and rice inside a trachea, and once chewed open, they get everywhere."
265891,B0002XAFTG,AGGAQLXPVGM5D,Eagle Vision,0,0,5,1200441600,One of the best low calorie treats,"For only 3 calories a treat, these 1 cm round crunchy liver treats are an attention getter.  My dog loves them and they are great for training.  No artificial colors.  They don't have a strong odor, nor does an odor stay on your hands like Milk Bone Brand or other Grocery store brand treats do.<br /><br />They easily fit into the Kong toy, too.<br /><br />I highly recommend them for your little fluff, and so does my doggie."
292610,B0018CG5BC,A1QH3OFCWB3QVF,G. Sanders,1,1,5,1298937600,good dog food,switched over to this because of the new puppy.  all the dogs could eat the same food which was convenient.  just ordered the grain free from amazon as well in an attempt to avoid some skin allergies for my schnauzer.  we'll see.  great item!
281331,B000FV8LPU,AVT057JUAQRWC,H. Adams,3,3,5,1268438400,Love it!!! Tastes like oreos,"I bought some of this a few months back, and tried it. I was so amazed at good it tasted. I thought it tasted like oreos. My husband who hates anything with stevia even liked it. He couldn't even tell it was stevia. I have gone through a couple of jars now. We just love it. My 3 year old also loves it. I use a little less than it recommends 1 1/2 tsp. instead of 2 tsp. for 2- 2 1/2 c.  but we love this stuff, it is awesome!!!!"
349284,B000CQC064,A1ND4DZS3KBG8O,Laura,1,2,3,1250985600,not great,This tea has a good price/bag but for some reason doesn't have a great or even very strong flavor.
503786,B002J0EAPA,A13HFX0MKRNX0J,"T. Bernard ""Dogsrule""",0,0,5,1297036800,EXCELLENT LIMITED INGREDIENT FOODS,"I have two cockers, one of which is getting older. She developed blisters and spotting on her usually beautiful coat. She was scratching her skin off and licking constantly. The vet prescribed everything under the sun, antibiotics, special shampoos, special dog food, including a certain amount of sunlight daily. After months of testing, meds and specialties, including cooking her special diet,with nothing working,I decided to try a different approach and came across this dog food. Within a few weeks her itching had completely stopped, and her coat was growing back like silk. They liked every type of the sweet potato and chicken, fish, duck. With the fish and chicken being their favorite. No nasty food smells as others have reported. Have also purchased the same in the biscuits and they love those also, which surprised me. Have used the meat rolls in the duck and beef, loved those also. So this is the new way of life for us now. And when you break down the price for the larger bag as opposed to the Pedigree, etc, it comes out pretty good price wise. The vet bill alone was killing me anyway. The smaller bags will eat away at your wallet if you go thru dog food quickly. I bought those only as a try out. Their stools are solid, although I do not notice less waste as some report. And with free ship qualification on most orders, it makes it a little easier on the pocket book."
73267,B003TRL87U,A3TBTAX85OYRKP,Happy Crafter,1,1,5,1301011200,The best!,This is the best onion soup. I use it more for an addition to other recipes such as pot roast and chicken and  rice dishes. Also for dip! Yummm
183842,B007936172,A3POAWC2JPQQQP,me,0,0,1,1339459200,tastes weird,"This coconut water tastes like a water and honey mixture, although there really isn't any honey in it! I love coconut water, so I wanted to try something with a hit of something sweet to it, like vanilla. But I don't like this all that much. I'm going to stick to plain coconut water next time!"
100061,B000LQORDE,AN39RICG703VR,"Fitch BOI ""Abercrombie""",30,42,3,1286755200,I'm sold on the taste but not all the hype.,"I ordered these noodles after reading stellar reviews.  Some folks in the reviews almost acted as if these noodles were sent from God.  I've eaten Ramen Noodles for quite some time and have found them to be a super inexpensive meal at .10 a package and sometimes cheaper.  I also like other readers mentioned don't always use the entire seasoning packet because of the high sodium content.  I found these noodles to have even higher sodium content.  Which I guess isn't too bad if you don't plan on eating the soup.<br />These noodles to me tasted just about the same as Ramen Noodles except the noodles were a tid bit larger in size.  If we are reviewing just the flavor packet, I would say it was pretty good.  Especially for those who like spice like myself.  I am use to eating super spicy foods and have a high tolerance to spice.  So they were right on par with what I am use to as far as the heat goes.  But I can see someone who doesn't eat spicy foods to find the seasoning super hot and spicy for them.  I like the idea of the dehydrated veggies that are enclosed to accompany the seasoning.  I am giving these noodles 3 stars because they are just overpriced Ramen in my opinion.  Plus the sodium content in the noodles is just unacceptable.  They surely can come up with lower sodium options. And lastly I give it 3 stars because of the price.  I would not expect to pay more than .50 cents a package for these noodles in a retail store. I would definitely buy these again but not in bulk."
363462,B001Q9EFVY,A1KXJCXS6HFRQZ,Eric S. Olstad,0,0,4,1246665600,Our Dog's loved them!,"We bought these for our two dogs, an English Bulldog and French Bulldog, who both seemed to love them. They were larger than I expected, about 4-5 inches long and 2 inches wide, so we had to break them in half, but the larger size kept the dogs busy for longer than a normal treat. If I purchase these again, I will probably get the Medium Sized bones instead. To be honest, I didn't really notice a difference in their breath after eating the bones, but like I said before, both of our dogs really enjoyed them."
313743,B005OVPK9G,AVL5IDEE8YA3D,Rachel McElhany,0,0,5,1337990400,Tasty and filling,"I really liked this cereal. Like the box says, it has a hint of brown sugar, making it have just the right amount of sweetness. I don't like a really sugary cereal, they don't seem to fill me up. This is a dense cereal that holds it's crunch even when sitting in milk for a few minutes. It was hearty and filled me up for the morning. It also makes a great snack with or without milk. Additionally, I like that it doesn't have high fructose corn syrup in it. The allergy information on my box said that it contains wheat ingredients.<br /><br />Overall, this was a very tasty and filling cereal that I highly recommend."
274075,B0033UMNY0,ANSJHBH0LH9K8,muesli lover,0,0,5,1344816000,THE BEST MUESLI AROUND!!!!,"I love muesli. I've tried every store brand here in the U.S. and they all fall short when compared to Seitenbacher Muesli. This muesli has the perfect texture (texture is huge with me) and combination of nuts/oats/fruit. I currently prefer #3, but have also immensely enjoyed #1, #9 and #2. I really appreciate that Seitenbacher makes all of these various ""flavors."" I can't imagine it's very profitable to make over 22 different variations of muesli. My grocery store only carries #2 and #1, and so I love that I can stock up on #3 on amazon! If you've been on a search for the perfect muesli, you've found it! If you don't like #3, just try a couple others, you're bound to find one you love. I also love that it's all natural. Take my word - no american brands compare!!!"
88047,B004J04DRI,A2TVVWBUPANI40,Heather Leonardi,2,3,5,1317427200,pleasantly surprised,"I tried the lemon lotus shot because of some friends who used it and spoke very highly of it.  Took a shot, had some wine, and had a great evening! A smooth, mellow, pleasant feel with no side effects. I enjoyed the shot so much I ended up ordering the lotus powder (20:1) as well. Now I'm a repeat customer. This company has always had super fast delivery and has answered any questions I've had quickly and thoroughly.  Couldn't be happier (and that's not just the lotus talking) :)"
